index,language,cve_id,commit,source_path,sink_path,barrier_path,source_line,sink_line,barrier_line,source_code,sink_code,barrier_code,is_vulnerability
cwe-94,python,CVE-2017-2809,3f8f659ef443ab870bb19f95d43543470168ae04,code/cwe-94/tomoh1r/ansible-vault/ansible_vault/api.py,code/cwe-94/tomoh1r/ansible-vault/ansible_vault/api.py,code/cwe-94/tomoh1r/ansible-vault/ansible_vault/api.py,,,,,,,1
cwe-94,python,CVE-2017-2809,3f8f659ef443ab870bb19f95d43543470168ae04,code/cwe-94/tomoh1r/ansible-vault/ansible_vault/api_before.py,code/cwe-94/tomoh1r/ansible-vault/ansible_vault/api_before.py,code/cwe-94/tomoh1r/ansible-vault/ansible_vault/api_before.py,,,,,,,0
cwe-94,python,CVE-2018-8097,f8f7019ffdf9b4e05faf95e1f04e204aa4c91f98,code/cwe-94/pyeve/eve/eve/io/mongo/parser.py,code/cwe-94/pyeve/eve/eve/io/mongo/parser.py,code/cwe-94/pyeve/eve/eve/io/mongo/parser.py,,,,,,,1
cwe-94,python,CVE-2018-8097,f8f7019ffdf9b4e05faf95e1f04e204aa4c91f98,code/cwe-94/pyeve/eve/eve/io/mongo/parser_before.py,code/cwe-94/pyeve/eve/eve/io/mongo/parser_before.py,code/cwe-94/pyeve/eve/eve/io/mongo/parser_before.py,,,,,,,0
cwe-94,python,CVE-2019-19010,3848ae78de45b35c029cc333963d436b9d2f0a35,code/cwe-94/progval/Limnoria/plugins/Math/evaluator.py,code/cwe-94/progval/Limnoria/plugins/Math/evaluator.py,code/cwe-94/progval/Limnoria/plugins/Math/evaluator.py,,,,,,,1
cwe-94,python,CVE-2019-19010,3848ae78de45b35c029cc333963d436b9d2f0a35,code/cwe-94/progval/Limnoria/plugins/Math/evaluator_before.py,code/cwe-94/progval/Limnoria/plugins/Math/evaluator_before.py,code/cwe-94/progval/Limnoria/plugins/Math/evaluator_before.py,,,,,,,0
cwe-94,python,CVE-2019-19010,3848ae78de45b35c029cc333963d436b9d2f0a35,code/cwe-94/progval/Limnoria/plugins/Math/plugin.py,code/cwe-94/progval/Limnoria/plugins/Math/plugin.py,code/cwe-94/progval/Limnoria/plugins/Math/plugin.py,,,,,,,1
cwe-94,python,CVE-2019-19010,3848ae78de45b35c029cc333963d436b9d2f0a35,code/cwe-94/progval/Limnoria/plugins/Math/plugin_before.py,code/cwe-94/progval/Limnoria/plugins/Math/plugin_before.py,code/cwe-94/progval/Limnoria/plugins/Math/plugin_before.py,,,,,,,0
cwe-94,python,CVE-2021-21433,26e2a084679679cccdeeabbb6889ce120eff7e50,code/cwe-94/DEMON1A/Discord-Recon/app.py,code/cwe-94/DEMON1A/Discord-Recon/app.py,code/cwe-94/DEMON1A/Discord-Recon/app.py,,,,,,,1
cwe-94,python,CVE-2021-21433,26e2a084679679cccdeeabbb6889ce120eff7e50,code/cwe-94/DEMON1A/Discord-Recon/app_before.py,code/cwe-94/DEMON1A/Discord-Recon/app_before.py,code/cwe-94/DEMON1A/Discord-Recon/app_before.py,,,,,,,0
cwe-94,python,CVE-2021-39160,07690644f29a566011dd0d7ba14cae3eb0490481,code/cwe-94/jupyterhub/nbgitpuller/nbgitpuller/pull.py,code/cwe-94/jupyterhub/nbgitpuller/nbgitpuller/pull.py,code/cwe-94/jupyterhub/nbgitpuller/nbgitpuller/pull.py,,,,,,,1
