index,language,cve_id,commit,source_path,sink_path,barrier_path,source_line,sink_line,barrier_line,source_code,sink_code,barrier_code,is_vulnerability
cwe-601,python,CVE-2017-1002150,b27f38a67573f4c989710c9bfb726dd4c1eeb929,code/cwe-601/fedora-infra/python-fedora/fedora/tg/utils.py,code/cwe-601/fedora-infra/python-fedora/fedora/tg/utils.py,code/cwe-601/fedora-infra/python-fedora/fedora/tg/utils.py,60,142,84,,,,1
cwe-601,python,CVE-2017-1002150,b27f38a67573f4c989710c9bfb726dd4c1eeb929,code/cwe-601/fedora-infra/python-fedora/fedora/tg/utils_before.py,code/cwe-601/fedora-infra/python-fedora/fedora/tg/utils_before.py,code/cwe-601/fedora-infra/python-fedora/fedora/tg/utils_before.py,60,137,,,,,0
cwe-601,python,CVE-2019-10255,70fe9f0ddb3023162ece21fbb77d5564306b913b,code/cwe-601/jupyter/notebook/notebook/auth/login.py,code/cwe-601/jupyter/notebook/notebook/auth/login.py,code/cwe-601/jupyter/notebook/notebook/auth/login.py,33,59,43,,,,1
cwe-601,python,CVE-2019-10255,70fe9f0ddb3023162ece21fbb77d5564306b913b,code/cwe-601/jupyter/notebook/notebook/auth/login_before.py,code/cwe-601/jupyter/notebook/notebook/auth/login_before.py,code/cwe-601/jupyter/notebook/notebook/auth/login_before.py,33,58,,,,,0
cwe-601,python,CVE-2020-26232,3d83e49090289c431da253e2bdb8dc479cbcb157,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/base/handlers.py,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/base/handlers.py,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/base/handlers.py,779,784,782,,,,1
cwe-601,python,CVE-2020-26232,3d83e49090289c431da253e2bdb8dc479cbcb157,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/base/handlers_before.py,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/base/handlers_before.py,code/cwe-601/jupyter-server/jupyter_server/jupyter_server/base/handlers_before.py,779,781,,,,,0
cwe-601,python,CVE-2020-26215,3cec4bbe21756de9f0c4bccf18cf61d840314d74,code/cwe-601/jupyter/notebook/notebook/base/handlers.py,code/cwe-601/jupyter/notebook/notebook/base/handlers.py,code/cwe-601/jupyter/notebook/notebook/base/handlers.py,862,867,865,,,,1
cwe-601,python,CVE-2020-26215,3cec4bbe21756de9f0c4bccf18cf61d840314d74,code/cwe-601/jupyter/notebook/notebook/base/handlers_before.py,code/cwe-601/jupyter/notebook/notebook/base/handlers_before.py,code/cwe-601/jupyter/notebook/notebook/base/handlers_before.py,862,862,,,,,0
cwe-601,python,CVE-2021-21330,2545222a3853e31ace15d87ae0e2effb7da0c96b,code/cwe-601/aio-libs/aiohttp/aiohttp/web_middlewares.py,code/cwe-601/aio-libs/aiohttp/aiohttp/web_middlewares.py,code/cwe-601/aio-libs/aiohttp/aiohttp/web_middlewares.py,88,114,111,,,,1
cwe-601,python,CVE-2021-21330,2545222a3853e31ace15d87ae0e2effb7da0c96b,code/cwe-601/aio-libs/aiohttp/aiohttp/web_middlewares_before.py,code/cwe-601/aio-libs/aiohttp/aiohttp/web_middlewares_before.py,code/cwe-601/aio-libs/aiohttp/aiohttp/web_middlewares_before.py,88,113,,,,,0
