index,language,cve_id,commit,source_path,sink_path,barrier_path,source_line,sink_line,barrier_line,source_code,sink_code,barrier_code,is_vulnerability
cwe-74,python,CVE-2014-4678,5429b85b9f6c2e640074176f36ff05fd5e4d1916,code/cwe-74/ansible/ansible/lib/ansible/utils/__init__.py,code/cwe-74/ansible/ansible/lib/ansible/utils/__init__.py,code/cwe-74/ansible/ansible/lib/ansible/utils/__init__.py,,,,,,,1
cwe-74,python,CVE-2014-4678,5429b85b9f6c2e640074176f36ff05fd5e4d1916,code/cwe-74/ansible/ansible/lib/ansible/utils/__init___before.py,code/cwe-74/ansible/ansible/lib/ansible/utils/__init___before.py,code/cwe-74/ansible/ansible/lib/ansible/utils/__init___before.py,,,,,,,0
cwe-74,python,CVE-2020-7698,e8446605eb2424717418eae199ec7aad573da2d2,code/cwe-74/Gerapy/Gerapy/gerapy/server/core/views.py,code/cwe-74/Gerapy/Gerapy/gerapy/server/core/views.py,code/cwe-74/Gerapy/Gerapy/gerapy/server/core/views.py,,,,,,,1
cwe-74,python,CVE-2020-7698,e8446605eb2424717418eae199ec7aad573da2d2,code/cwe-74/Gerapy/Gerapy/gerapy/server/core/views_before.py,code/cwe-74/Gerapy/Gerapy/gerapy/server/core/views_before.py,code/cwe-74/Gerapy/Gerapy/gerapy/server/core/views_before.py,,,,,,,0
cwe-74,python,CVE-2020-11078,a1457cc31f3206cf691d11d2bf34e98865873e9e,code/cwe-74/httplib2/httplib2/python3/httplib2/__init__.py,code/cwe-74/httplib2/httplib2/python3/httplib2/__init__.py,code/cwe-74/httplib2/httplib2/python3/httplib2/__init__.py,,,,,,,1
cwe-74,python,CVE-2020-11078,a1457cc31f3206cf691d11d2bf34e98865873e9e,code/cwe-74/httplib2/httplib2/python3/httplib2/__init___before.py,code/cwe-74/httplib2/httplib2/python3/httplib2/__init___before.py,code/cwe-74/httplib2/httplib2/python3/httplib2/__init___before.py,,,,,,,0
cwe-74,python,CVE-2020-26137,1dd69c5c5982fae7c87a620d487c2ebf7a6b436b,code/cwe-74/urllib3/urllib3/src/urllib3/connection.py,code/cwe-74/urllib3/urllib3/src/urllib3/connection.py,code/cwe-74/urllib3/urllib3/src/urllib3/connection.py,,,,,,,1
cwe-74,python,CVE-2020-26137,1dd69c5c5982fae7c87a620d487c2ebf7a6b436b,code/cwe-74/urllib3/urllib3/src/urllib3/connection_before.py,code/cwe-74/urllib3/urllib3/src/urllib3/connection_before.py,code/cwe-74/urllib3/urllib3/src/urllib3/connection_before.py,,,,,,,0
cwe-74,python,CVE-2021-43818,12fa9669007180a7bb87d990c375cf91ca5b664a,code/cwe-74/lxml/lxml/src/lxml/html/clean.py,code/cwe-74/lxml/lxml/src/lxml/html/clean.py,code/cwe-74/lxml/lxml/src/lxml/html/clean.py,,,,,,,1
cwe-74,python,CVE-2021-43818,12fa9669007180a7bb87d990c375cf91ca5b664a,code/cwe-74/lxml/lxml/src/lxml/html/clean_before.py,code/cwe-74/lxml/lxml/src/lxml/html/clean_before.py,code/cwe-74/lxml/lxml/src/lxml/html/clean_before.py,,,,,,,0
cwe-74,python,CVE-2022-4768,d93087973afa26bc0a2d0a5eb5c0fde748bdd107,code/cwe-74/dropbox/merou/grouper/public_key.py,code/cwe-74/dropbox/merou/grouper/public_key.py,code/cwe-74/dropbox/merou/grouper/public_key.py,,,,,,,1
cwe-74,python,CVE-2022-4768,d93087973afa26bc0a2d0a5eb5c0fde748bdd107,code/cwe-74/dropbox/merou/grouper/public_key_before.py,code/cwe-74/dropbox/merou/grouper/public_key_before.py,code/cwe-74/dropbox/merou/grouper/public_key_before.py,,,,,,,0
cwe-74,python,CVE-2023-41039,4134aedcff17c977da7717693ed89ce56d54c120,code/cwe-74/zopefoundation/RestrictedPython/src/RestrictedPython/Guards.py,code/cwe-74/zopefoundation/RestrictedPython/src/RestrictedPython/Guards.py,code/cwe-74/zopefoundation/RestrictedPython/src/RestrictedPython/Guards.py,,,,,,,1
cwe-74,python,CVE-2023-41039,4134aedcff17c977da7717693ed89ce56d54c120,code/cwe-74/zopefoundation/RestrictedPython/src/RestrictedPython/Guards_before.py,code/cwe-74/zopefoundation/RestrictedPython/src/RestrictedPython/Guards_before.py,code/cwe-74/zopefoundation/RestrictedPython/src/RestrictedPython/Guards_before.py,,,,,,,0
